dat_chave,cod_tip_movimento,cod_canal_movimento,qtd_venda
2021-01-01,V,1,41
2021-01-01,V,14,186
2021-01-01,V,27,2
2021-01-01,V,12,5
2021-01-01,V,32,4
2021-01-01,V,7,61
2021-01-02,V,28,73
2021-01-02,V,27,3
2021-01-02,V,32,2
2021-01-02,V,12,8
2021-01-02,V,0,2682
2021-01-02,V,1,90
2021-01-02,V,14,260
2021-01-02,V,7,117
2021-01-02,V,36,1
2021-01-03,V,32,12
2021-01-03,V,7,117
2021-01-03,V,1,74
2021-01-03,V,12,3
2021-01-03,V,27,3
2021-01-03,V,14,231
2021-01-03,V,28,8
2021-01-03,V,0,363
2021-01-04,V,7,152
2021-01-04,V,0,2690
2021-01-04,V,1,194
2021-01-04,V,28,124
2021-01-04,V,14,374
2021-01-04,V,32,13
2021-01-04,V,12,3
2021-01-04,V,27,7
2021-01-05,V,1,208
2021-01-05,V,0,2617
2021-01-05,V,28,112
2021-01-05,V,32,13
2021-01-05,V,7,160
2021-01-05,V,27,2
2021-01-05,V,14,382
2021-01-05,V,12,12
2021-01-06,V,7,156
2021-01-06,V,12,10
2021-01-06,V,32,5
2021-01-06,V,0,2656
2021-01-06,V,28,133
2021-01-06,V,1,187
2021-01-06,V,14,378
2021-01-07,V,28,145
2021-01-07,V,32,8
2021-01-07,V,1,218
2021-01-07,V,34,1
2021-01-07,V,0,2788
2021-01-07,V,7,199
2021-01-07,V,12,11
2021-01-07,V,14,446
2021-01-08,V,28,135
2021-01-08,V,1,205
2021-01-08,V,0,2929
2021-01-08,V,4,1
2021-01-08,V,26,1
2021-01-08,V,12,9
2021-01-08,V,36,1
2021-01-08,V,7,151
2021-01-08,V,32,7
2021-01-08,V,14,473
2021-01-09,V,7,175
2021-01-09,V,1,110
2021-01-09,V,14,348
2021-01-09,V,0,4243
2021-01-09,V,32,11
2021-01-09,V,12,15
2021-01-09,V,28,200
2021-01-10,V,14,333
2021-01-10,V,26,1
2021-01-10,V,32,41
2021-01-10,V,0,745
2021-01-10,V,7,150
2021-01-10,V,1,105
2021-01-10,V,28,43
2021-01-10,V,12,10
2021-01-11,V,12,16
2021-01-11,V,14,479
2021-01-11,V,28,134
2021-01-11,V,32,24
2021-01-11,V,1,255
2021-01-11,V,7,180
2021-01-11,V,36,1
2021-01-11,V,0,2423
2021-01-12,V,14,545
2021-01-12,V,28,146
2021-01-12,V,12,10
2021-01-12,V,1,326
2021-01-12,V,32,23
2021-01-12,V,0,2360
2021-01-12,V,7,213
2021-01-13,V,32,17
2021-01-13,V,0,2486
2021-01-13,V,1,266
2021-01-13,V,12,12
2021-01-13,V,28,132
2021-01-13,V,14,492
2021-01-13,V,7,208
2021-01-14,V,32,12
2021-01-14,V,28,134
2021-01-14,V,1,290
2021-01-14,V,14,531
2021-01-14,V,0,2380
2021-01-14,V,12,8
2021-01-14,V,7,241
2021-01-15,V,14,498
2021-01-15,V,28,137
2021-01-15,V,7,228
2021-01-15,V,4,1
2021-01-15,V,1,214
2021-01-15,V,0,2471
2021-01-15,V,12,6
2021-01-15,V,32,20
2021-01-16,V,28,184
2021-01-16,V,0,3686
2021-01-16,V,32,29
2021-01-16,V,14,377
2021-01-16,V,1,129
2021-01-16,V,7,184
2021-01-16,V,12,9
2021-01-17,V,1,100
2021-01-17,V,12,8
2021-01-17,V,14,385
2021-01-17,V,32,15
2021-01-17,V,28,33
2021-01-17,V,0,642
2021-01-17,V,7,191
2021-01-18,V,12,12
2021-01-18,V,4,2
2021-01-18,V,7,267
2021-01-18,V,32,12
2021-01-18,V,0,2117
2021-01-18,V,28,123
2021-01-18,V,14,554
2021-01-18,V,1,294
2021-01-19,V,1,249
2021-01-19,V,32,9
2021-01-19,V,12,15
2021-01-19,V,28,109
2021-01-19,V,0,2142
2021-01-19,V,7,193
2021-01-19,V,14,497
2021-01-20,V,28,80
2021-01-20,V,0,1976
2021-01-20,V,12,7
2021-01-20,V,7,219
2021-01-20,V,14,542
2021-01-20,V,1,273
2021-01-20,V,32,6
2021-01-21,V,4,1
2021-01-21,V,7,240
2021-01-21,V,1,273
2021-01-21,V,28,87
2021-01-21,V,12,13
2021-01-21,V,0,2023
2021-01-21,V,32,4
2021-01-21,V,14,483
2021-01-22,V,14,596
2021-01-22,V,32,9
2021-01-22,V,12,14
2021-01-22,V,35,1
2021-01-22,V,7,262
2021-01-22,V,1,296
2021-01-22,V,28,115
2021-01-22,V,0,2139
2021-01-23,V,12,17
2021-01-23,V,28,187
2021-01-23,V,1,142
2021-01-23,V,14,342
2021-01-23,V,7,160
2021-01-23,V,32,5
2021-01-23,V,0,3218
2021-01-24,V,32,7
2021-01-24,V,7,199
2021-01-24,V,12,4
2021-01-24,V,28,38
2021-01-24,V,0,642
2021-01-24,V,14,343
2021-01-24,V,1,104
2021-01-25,V,7,234
2021-01-25,V,28,105
2021-01-25,V,0,1690
2021-01-25,V,12,16
2021-01-25,V,32,4
2021-01-25,V,14,497
2021-01-25,V,1,232
2021-01-26,V,32,4
2021-01-26,V,14,480
2021-01-26,V,1,226
2021-01-26,V,0,1808
2021-01-26,V,12,18
2021-01-26,V,7,200
2021-01-26,V,28,112
2021-01-27,V,0,1739
2021-01-27,V,28,111
2021-01-27,V,32,8
2021-01-27,V,7,242
2021-01-27,V,14,484
2021-01-27,V,26,1
2021-01-27,V,1,270
2021-01-27,V,12,37
2021-01-28,V,7,177
2021-01-28,V,0,2014
2021-01-28,V,1,191
2021-01-28,V,28,120
2021-01-28,V,14,448
2021-01-28,V,32,5
2021-01-28,V,12,20
2021-01-29,V,12,10
2021-01-29,V,7,144
2021-01-29,V,0,2142
2021-01-29,V,1,190
2021-01-29,V,28,154
2021-01-29,V,14,336
2021-01-29,V,32,3
2021-01-30,V,12,4
2021-01-30,V,7,164
2021-01-30,V,0,2460
2021-01-30,V,1,108
2021-01-30,V,14,355
2021-01-30,V,28,113
2021-01-30,V,32,3
2021-01-31,V,0,476
2021-01-31,V,7,148
2021-01-31,V,28,23
2021-01-31,V,1,177
2021-01-31,V,32,5
2021-01-31,V,12,12
2021-01-31,V,14,328
2021-02-01,V,4,1
2021-02-01,V,14,432
2021-02-01,V,1,227
2021-02-01,V,0,1990
2021-02-01,V,32,7
2021-02-01,V,7,139
2021-02-01,V,12,9
2021-02-01,V,28,126
2021-02-02,V,7,175
2021-02-02,V,1,195
2021-02-02,V,35,1
2021-02-02,V,12,10
2021-02-02,V,14,447
2021-02-02,V,0,1998
2021-02-02,V,32,6
2021-02-02,V,28,119
2021-02-02,V,36,1
2021-02-03,V,1,242
2021-02-03,V,7,211
2021-02-03,V,0,2008
2021-02-03,V,12,12
2021-02-03,V,32,4
2021-02-03,V,14,497
2021-02-03,V,28,147
2021-02-03,V,4,1
2021-02-04,V,28,128
2021-02-04,V,12,9
2021-02-04,V,7,172
2021-02-04,V,4,1
2021-02-04,V,0,1956
2021-02-04,V,14,461
2021-02-04,V,32,7
2021-02-04,V,1,229
2021-02-05,V,28,115
2021-02-05,V,14,431
2021-02-05,V,1,241
2021-02-05,V,7,162
2021-02-05,V,32,19
2021-02-05,V,12,3
2021-02-05,V,0,2108
2021-02-06,V,0,3943
2021-02-06,V,28,204
2021-02-06,V,12,14
2021-02-06,V,1,148
2021-02-06,V,7,198
2021-02-06,V,32,5
2021-02-06,V,14,418
2021-02-06,V,4,2
2021-02-07,V,1,100
2021-02-07,V,12,5
2021-02-07,V,28,32
2021-02-07,V,7,173
2021-02-07,V,0,797
2021-02-07,V,32,6
2021-02-07,V,14,346
2021-02-08,V,12,11
2021-02-08,V,1,225
2021-02-08,V,4,1
2021-02-08,V,0,1765
2021-02-08,V,14,508
2021-02-08,V,7,191
2021-02-08,V,32,8
2021-02-08,V,28,137
2021-02-09,V,28,116
2021-02-09,V,0,1935
2021-02-09,V,32,4
2021-02-09,V,12,10
2021-02-09,V,7,210
2021-02-09,V,4,4
2021-02-09,V,14,471
2021-02-09,V,1,224
2021-02-10,V,12,7
2021-02-10,V,14,406
2021-02-10,V,7,171
2021-02-10,V,0,1869
2021-02-10,V,1,208
2021-02-10,V,32,11
2021-02-10,V,28,109
2021-02-11,V,35,1
2021-02-11,V,28,117
2021-02-11,V,7,156
2021-02-11,V,14,425
2021-02-11,V,12,4
2021-02-11,V,0,1977
2021-02-11,V,1,198
2021-02-11,V,32,2
2021-02-12,V,14,402
2021-02-12,V,0,1956
2021-02-12,V,32,5
2021-02-12,V,1,199
2021-02-12,V,7,155
2021-02-12,V,12,7
2021-02-12,V,28,107
2021-02-13,V,12,5
2021-02-13,V,28,206
2021-02-13,V,1,104
2021-02-13,V,14,365
2021-02-13,V,7,160
2021-02-13,V,32,3
2021-02-13,V,4,1
2021-02-13,V,0,3109
2021-02-13,V,26,1
2021-02-14,V,7,156
2021-02-14,V,14,296
2021-02-14,V,0,664
2021-02-14,V,4,1
2021-02-14,V,32,18
2021-02-14,V,1,79
2021-02-14,V,12,7
2021-02-14,V,28,35
2021-02-15,V,1,192
2021-02-15,V,0,1803
2021-02-15,V,28,110
2021-02-15,V,12,7
2021-02-15,V,32,12
2021-02-15,V,14,429
2021-02-15,V,7,162
2021-02-16,V,14,412
2021-02-16,V,0,1299
2021-02-16,V,28,70
2021-02-16,V,32,12
2021-02-16,V,1,223
2021-02-16,V,12,12
2021-02-16,V,7,213
2021-02-17,V,14,373
2021-02-17,V,0,1430
2021-02-17,V,32,8
2021-02-17,V,36,1
2021-02-17,V,12,16
2021-02-17,V,4,1
2021-02-17,V,1,198
2021-02-17,V,7,178
2021-02-17,V,28,100
2021-02-18,V,1,209
2021-02-18,V,32,9
2021-02-18,V,14,464
2021-02-18,V,7,190
2021-02-18,V,0,1582
2021-02-18,V,28,104
2021-02-18,V,4,1
2021-02-18,V,12,16
2021-02-19,V,0,1739
2021-02-19,V,7,163
2021-02-19,V,12,10
2021-02-19,V,4,1
2021-02-19,V,32,12
2021-02-19,V,28,122
2021-02-19,V,14,395
2021-02-19,V,26,1
2021-02-19,V,1,176
2021-02-20,V,7,166
2021-02-20,V,14,328
2021-02-20,V,28,182
2021-02-20,V,12,6
2021-02-20,V,26,2
2021-02-20,V,0,2994
2021-02-20,V,32,7
2021-02-20,V,1,105
2021-02-21,V,14,317
2021-02-21,V,28,44
2021-02-21,V,0,747
2021-02-21,V,32,63
2021-02-21,V,7,197
2021-02-21,V,12,9
2021-02-21,V,1,131
2021-02-22,V,28,91
2021-02-22,V,14,420
2021-02-22,V,0,1404
2021-02-22,V,1,188
2021-02-22,V,32,43
2021-02-22,V,12,14
2021-02-22,V,7,108
2021-02-23,V,12,18
2021-02-23,V,1,198
2021-02-23,V,14,364
2021-02-23,V,35,1
2021-02-23,V,4,1
2021-02-23,V,7,163
2021-02-23,V,32,24
2021-02-23,V,28,117
2021-02-23,V,0,1507
2021-02-24,V,0,1493
2021-02-24,V,28,103
2021-02-24,V,1,186
2021-02-24,V,32,23
2021-02-24,V,14,336
2021-02-24,V,7,170
2021-02-24,V,12,15
2021-02-25,V,7,152
2021-02-25,V,12,6
2021-02-25,V,32,19
2021-02-25,V,28,105
2021-02-25,V,14,382
2021-02-25,V,0,1508
2021-02-25,V,1,197
2021-02-26,V,14,342
2021-02-26,V,32,42
2021-02-26,V,35,1
2021-02-26,V,28,115
2021-02-26,V,0,1684
2021-02-26,V,12,24
2021-02-26,V,7,149
2021-02-26,V,1,171
2021-02-26,V,4,2
2021-02-27,V,14,331
2021-02-27,V,7,160
2021-02-27,V,28,166
2021-02-27,V,26,1
2021-02-27,V,0,2596
2021-02-27,V,1,106
2021-02-27,V,32,21
2021-02-27,V,12,15
2021-02-28,V,7,155
2021-02-28,V,1,123
2021-02-28,V,0,733
2021-02-28,V,32,14
2021-02-28,V,14,328
2021-02-28,V,12,15
2021-02-28,V,28,36
2021-03-01,V,12,11
2021-03-01,V,0,1124
2021-03-01,V,32,73
2021-03-01,V,4,2
2021-03-01,V,28,80
2021-03-01,V,1,222
2021-03-01,V,14,373
2021-03-01,V,7,164
2021-03-02,V,32,16
2021-03-02,V,12,13
2021-03-02,V,7,164
2021-03-02,V,14,381
2021-03-02,V,0,1194
2021-03-02,V,4,2
2021-03-02,V,28,88
2021-03-02,V,1,223
2021-03-03,V,12,11
2021-03-03,V,32,12
2021-03-03,V,1,228
2021-03-03,V,0,1255
2021-03-03,V,28,108
2021-03-03,V,7,159
2021-03-03,V,4,2
2021-03-03,V,14,371
2021-03-04,V,7,175
2021-03-04,V,14,352
2021-03-04,V,12,13
2021-03-04,V,0,1344
2021-03-04,V,1,179
2021-03-04,V,32,7
2021-03-04,V,28,117
2021-03-05,V,12,9
2021-03-05,V,32,4
2021-03-05,V,0,1515
2021-03-05,V,7,136
2021-03-05,V,28,120
2021-03-05,V,4,2
2021-03-05,V,14,371
2021-03-05,V,1,213
2021-03-05,V,26,1
2021-03-06,V,1,135
2021-03-06,V,32,14
2021-03-06,V,7,186
2021-03-06,V,12,10
2021-03-06,V,0,1319
2021-03-06,V,14,379
2021-03-06,V,4,1
2021-03-06,V,28,92
2021-03-07,V,12,11
2021-03-07,V,28,20
2021-03-07,V,32,12
2021-03-07,V,7,211
2021-03-07,V,1,115
2021-03-07,V,0,201
2021-03-07,V,14,355
2021-03-08,V,32,7
2021-03-08,V,12,11
2021-03-08,V,7,198
2021-03-08,V,14,392
2021-03-08,V,28,51
2021-03-08,V,1,269
2021-03-08,V,0,733
2021-03-09,V,1,266
2021-03-09,V,14,478
2021-03-09,V,26,1
2021-03-09,V,28,51
2021-03-09,V,32,9
2021-03-09,V,0,738
2021-03-09,V,12,11
2021-03-09,V,7,199
2021-03-10,V,14,467
2021-03-10,V,12,20
2021-03-10,V,28,81
2021-03-10,V,32,30
2021-03-10,V,0,826
2021-03-10,V,7,225
2021-03-10,V,1,294
2021-03-11,V,14,523
2021-03-11,V,32,17
2021-03-11,V,1,223
2021-03-11,V,7,194
2021-03-11,V,26,1
2021-03-11,V,0,774
2021-03-11,V,28,69
2021-03-11,V,12,15
2021-03-12,V,32,5
2021-03-12,V,28,61
2021-03-12,V,1,213
2021-03-12,V,14,402
2021-03-12,V,12,13
2021-03-12,V,0,869
2021-03-12,V,7,158
2021-03-13,V,14,417
2021-03-13,V,28,68
2021-03-13,V,7,207
2021-03-13,V,12,9
2021-03-13,V,32,28
2021-03-13,V,0,819
2021-03-13,V,1,144
2021-03-14,V,4,2
2021-03-14,V,14,427
2021-03-14,V,12,10
2021-03-14,V,7,217
2021-03-14,V,32,59
2021-03-14,V,28,10
2021-03-14,V,0,136
2021-03-14,V,1,156
2021-03-15,V,14,452
2021-03-15,V,0,719
2021-03-15,V,7,225
2021-03-15,V,28,55
2021-03-15,V,4,2
2021-03-15,V,1,322
2021-03-15,V,12,15
2021-03-15,V,32,53
2021-03-15,V,36,1
2021-03-16,V,32,38
2021-03-16,V,14,446
2021-03-16,V,1,297
2021-03-16,V,7,208
2021-03-16,V,12,21
2021-03-16,V,28,62
2021-03-16,V,0,737
2021-03-17,V,12,18
2021-03-17,V,1,305
2021-03-17,V,14,597
2021-03-17,V,0,666
2021-03-17,V,28,61
2021-03-17,V,32,28
2021-03-17,V,7,253
2021-03-18,V,32,38
2021-03-18,V,1,225
2021-03-18,V,7,214
2021-03-18,V,4,1
2021-03-18,V,26,1
2021-03-18,V,28,41
2021-03-18,V,12,11
2021-03-18,V,14,529
2021-03-18,V,0,552
2021-03-19,V,7,166
2021-03-19,V,12,15
2021-03-19,V,0,611
2021-03-19,V,1,216
2021-03-19,V,14,393
2021-03-19,V,32,16
2021-03-19,V,28,67
2021-03-20,V,1,129
2021-03-20,V,0,619
2021-03-20,V,32,18
2021-03-20,V,12,13
2021-03-20,V,28,57
2021-03-20,V,14,292
2021-03-20,V,7,180
2021-03-21,V,14,367
2021-03-21,V,7,167
2021-03-21,V,32,26
2021-03-21,V,28,5
2021-03-21,V,0,69
2021-03-21,V,1,121
2021-03-21,V,4,1
2021-03-21,V,12,13
2021-03-22,V,14,456
2021-03-22,V,1,219
2021-03-22,V,32,21
2021-03-22,V,7,208
2021-03-22,V,28,34
2021-03-22,V,12,16
2021-03-22,V,0,492
2021-03-23,V,26,2
2021-03-23,V,7,180
2021-03-23,V,14,357
2021-03-23,V,28,43
2021-03-23,V,0,412
2021-03-23,V,32,18
2021-03-23,V,12,9
2021-03-23,V,1,227
2021-03-24,V,14,344
2021-03-24,V,32,15
2021-03-24,V,1,202
2021-03-24,V,7,178
2021-03-24,V,12,8
2021-03-24,V,28,28
2021-03-24,V,0,517
2021-03-24,V,4,2
2021-03-25,V,12,11
2021-03-25,V,36,1
2021-03-25,V,28,42
2021-03-25,V,7,336
2021-03-25,V,32,5
2021-03-25,V,1,330
2021-03-25,V,14,620
2021-03-25,V,0,552
2021-03-26,V,7,225
2021-03-26,V,14,397
2021-03-26,V,1,211
2021-03-26,V,4,2
2021-03-26,V,0,411
2021-03-26,V,12,12
2021-03-26,V,32,9
2021-03-26,V,28,30
2021-03-27,V,12,14
2021-03-27,V,1,122
2021-03-27,V,7,190
2021-03-27,V,28,13
2021-03-27,V,14,355
2021-03-27,V,32,2
2021-03-27,V,0,243
2021-03-28,V,0,18
2021-03-28,V,32,12
2021-03-28,V,14,382
2021-03-28,V,12,21
2021-03-28,V,1,124
2021-03-28,V,7,223
2021-03-29,V,7,214
2021-03-29,V,1,257
2021-03-29,V,28,25
2021-03-29,V,0,346
2021-03-29,V,12,18
2021-03-29,V,14,419
2021-03-29,V,32,13
2021-03-29,V,4,2
2021-03-30,V,0,356
2021-03-30,V,28,24
2021-03-30,V,32,8
2021-03-30,V,12,20
2021-03-30,V,34,1
2021-03-30,V,7,196
2021-03-30,V,1,221
2021-03-30,V,14,377
2021-03-31,V,28,27
2021-03-31,V,12,16
2021-03-31,V,14,416
2021-03-31,V,7,182
2021-03-31,V,0,405
2021-03-31,V,32,8
2021-03-31,V,1,199
2021-04-01,V,12,16
2021-04-01,V,28,30
2021-04-01,V,0,673
2021-04-01,V,1,201
2021-04-01,V,32,15
2021-04-01,V,26,1
2021-04-01,V,7,196
2021-04-01,V,14,364
2021-04-02,V,7,209
2021-04-02,V,0,199
2021-04-02,V,32,3
2021-04-02,V,14,386
2021-04-02,V,28,11
2021-04-02,V,1,113
2021-04-02,V,12,13
2021-04-03,V,12,10
2021-04-03,V,1,102
2021-04-03,V,14,365
2021-04-03,V,32,8
2021-04-03,V,7,191
2021-04-03,V,28,38
2021-04-03,V,34,1
2021-04-03,V,0,736
2021-04-04,V,14,278
2021-04-04,V,28,5
2021-04-04,V,12,14
2021-04-04,V,1,85
2021-04-04,V,7,158
2021-04-04,V,4,1
2021-04-04,V,0,133
2021-04-04,V,32,14
2021-04-05,V,32,26
2021-04-05,V,4,2
2021-04-05,V,28,28
2021-04-05,V,12,19
2021-04-05,V,14,411
2021-04-05,V,7,173
2021-04-05,V,35,1
2021-04-05,V,1,259
2021-04-05,V,0,585
2021-04-06,V,12,16
2021-04-06,V,14,436
2021-04-06,V,32,8
2021-04-06,V,1,222
2021-04-06,V,36,1
2021-04-06,V,0,842
2021-04-06,V,7,212
2021-04-06,V,28,42
2021-04-07,V,12,12
2021-04-07,V,7,226
2021-04-07,V,14,551
2021-04-07,V,28,49
2021-04-07,V,0,906
2021-04-07,V,1,285
2021-04-07,V,32,10
2021-04-08,V,1,326
2021-04-08,V,7,456
2021-04-08,V,12,10
2021-04-08,V,0,867
2021-04-08,V,28,54
2021-04-08,V,4,1
2021-04-08,V,32,16
2021-04-08,V,14,740
2021-04-09,V,12,13
2021-04-09,V,7,225
2021-04-09,V,1,305
2021-04-09,V,32,13
2021-04-09,V,28,75
2021-04-09,V,0,1159
2021-04-09,V,14,545
2021-04-10,V,1,141
2021-04-10,V,12,17
2021-04-10,V,14,408
2021-04-10,V,32,18
2021-04-10,V,7,213
2021-04-10,V,28,106
2021-04-10,V,0,1596
2021-04-11,V,28,15
2021-04-11,V,7,249
2021-04-11,V,32,10
2021-04-11,V,14,413
2021-04-11,V,0,284
2021-04-11,V,1,120
2021-04-11,V,12,16
2021-04-12,V,12,21
