dat_chave,cod_tip_movimento,cod_canal_movimento,qtd_venda
2021-07-22,V,35,1
2021-07-22,V,32,6
2021-07-22,V,1,213
2021-07-22,V,28,142
2021-07-23,V,26,3
2021-07-23,V,12,5
2021-07-23,V,14,515
2021-07-23,V,7,179
2021-07-23,V,0,2088
2021-07-23,V,32,7
2021-07-23,V,4,1
2021-07-23,V,1,221
2021-07-23,V,28,147
2021-07-24,V,4,1
2021-07-24,V,28,241
2021-07-24,V,12,13
2021-07-24,V,7,188
2021-07-24,V,0,3514
2021-07-24,V,1,130
2021-07-24,V,14,319
2021-07-24,V,32,13
2021-07-25,V,7,192
2021-07-25,V,12,2
2021-07-25,V,0,827
2021-07-25,V,32,9
2021-07-25,V,28,59
2021-07-25,V,1,106
2021-07-25,V,14,353
2021-07-26,V,14,460
2021-07-26,V,0,1737
2021-07-26,V,32,13
2021-07-26,V,12,9
2021-07-26,V,1,247
2021-07-26,V,28,97
2021-07-26,V,7,213
2021-07-27,V,26,1
2021-07-27,V,1,327
2021-07-27,V,12,10
2021-07-27,V,28,123
2021-07-27,V,14,572
2021-07-27,V,36,1
2021-07-27,V,0,1889
2021-07-27,V,34,1
2021-07-27,V,32,8
2021-07-27,V,7,252
2021-07-28,V,7,224
2021-07-28,V,12,7
2021-07-28,V,32,15
2021-07-28,V,4,1
2021-07-28,V,28,135
2021-07-28,V,0,1850
2021-07-28,V,14,498
2021-07-28,V,1,244
2021-07-29,V,12,5
2021-07-29,V,7,163
2021-07-29,V,14,462
2021-07-29,V,28,141
2021-07-29,V,1,213
2021-07-29,V,4,2
2021-07-29,V,32,23
2021-07-29,V,0,2040
2021-07-30,V,1,238
2021-07-30,V,7,211
2021-07-30,V,14,385
2021-07-30,V,35,1
2021-07-30,V,12,12
2021-07-30,V,32,12
2021-07-30,V,0,2276
2021-07-30,V,28,142
2021-07-31,V,12,10
2021-07-31,V,0,4194
2021-07-31,V,28,219
2021-07-31,V,36,1
2021-07-31,V,7,203
2021-07-31,V,14,341
2021-07-31,V,32,9
2021-07-31,V,1,160
2021-08-01,V,4,2
2021-08-01,V,28,71
2021-08-01,V,1,124
2021-08-01,V,32,9
2021-08-01,V,0,1068
2021-08-01,V,12,8
2021-08-01,V,14,402
2021-08-01,V,7,216
2021-08-02,V,28,133
2021-08-02,V,32,11
2021-08-02,V,26,1
2021-08-02,V,7,286
2021-08-02,V,12,18
2021-08-02,V,14,691
2021-08-02,V,1,285
2021-08-02,V,4,3
2021-08-02,V,34,1
2021-08-02,V,0,1727
2021-08-03,V,7,268
2021-08-03,V,1,298
2021-08-03,V,14,439
2021-08-03,V,28,151
2021-08-03,V,12,7
2021-08-03,V,0,2196
2021-08-03,V,32,15
2021-08-04,V,1,296
2021-08-04,V,0,2405
2021-08-04,V,12,10
2021-08-04,V,28,151
2021-08-04,V,32,19
2021-08-04,V,14,423
2021-08-04,V,4,1
2021-08-04,V,7,252
2021-08-05,V,7,220
2021-08-05,V,28,145
2021-08-05,V,32,15
2021-08-05,V,1,271
2021-08-05,V,0,3021
2021-08-05,V,14,415
2021-08-05,V,12,9
2021-08-05,V,4,1
2021-08-06,V,0,4311
2021-08-06,V,32,18
2021-08-06,V,7,213
2021-08-06,V,14,391
2021-08-06,V,12,6
2021-08-06,V,28,147
2021-08-06,V,1,265
2021-08-07,V,14,381
2021-08-07,V,12,8
2021-08-07,V,32,5
2021-08-07,V,1,143
2021-08-07,V,28,266
2021-08-07,V,0,8727
2021-08-07,V,7,199
2021-08-08,V,1,111
2021-08-08,V,0,2604
2021-08-08,V,12,9
2021-08-08,V,14,372
2021-08-08,V,7,184
2021-08-08,V,32,8
2021-08-08,V,28,81
2021-08-09,V,1,264
2021-08-09,V,7,191
2021-08-09,V,35,1
2021-08-09,V,12,15
2021-08-09,V,32,12
2021-08-09,V,0,2020
2021-08-09,V,28,221
2021-08-09,V,14,480
2021-08-09,V,4,1
2021-08-10,V,1,253
2021-08-10,V,32,11
2021-08-10,V,7,210
2021-08-10,V,14,492
2021-08-10,V,28,186
2021-08-10,V,12,13
2021-08-10,V,0,1932
2021-08-11,V,1,224
2021-08-11,V,7,220
2021-08-11,V,12,14
2021-08-11,V,0,2001
2021-08-11,V,28,165
2021-08-11,V,14,455
2021-08-11,V,32,19
2021-08-12,V,1,265
2021-08-12,V,0,2064
2021-08-12,V,32,16
2021-08-12,V,14,539
2021-08-12,V,7,276
2021-08-12,V,28,161
2021-08-12,V,12,19
2021-08-13,V,32,12
2021-08-13,V,28,159
2021-08-13,V,1,248
2021-08-13,V,12,13
2021-08-13,V,0,2172
2021-08-13,V,14,500
2021-08-13,V,7,205
2021-08-14,V,7,168
2021-08-14,V,14,388
2021-08-14,V,28,307
2021-08-14,V,0,4173
2021-08-14,V,26,1
2021-08-14,V,1,135
2021-08-14,V,12,17
2021-08-14,V,32,7
2021-08-15,V,0,1085
2021-08-15,V,32,13
2021-08-15,V,1,113
2021-08-15,V,7,192
2021-08-15,V,28,71
2021-08-15,V,14,398
2021-08-15,V,12,10
2021-08-16,V,12,7
2021-08-16,V,7,227
2021-08-16,V,32,16
2021-08-16,V,1,270
2021-08-16,V,28,148
2021-08-16,V,14,453
2021-08-16,V,0,1634
2021-08-16,V,26,1
2021-08-17,V,12,9
2021-08-17,V,32,12
2021-08-17,V,28,138
2021-08-17,V,0,1757
2021-08-17,V,4,2
2021-08-17,V,7,204
2021-08-17,V,1,208
2021-08-17,V,14,468
2021-08-18,V,32,13
2021-08-18,V,28,120
2021-08-18,V,0,1751
2021-08-18,V,12,13
2021-08-18,V,7,182
2021-08-18,V,14,490
2021-08-18,V,4,1
2021-08-18,V,1,241
2021-08-19,V,28,136
2021-08-19,V,0,1892
2021-08-19,V,12,12
2021-08-19,V,14,513
2021-08-19,V,32,12
2021-08-19,V,7,257
2021-08-19,V,4,2
2021-08-19,V,26,1
2021-08-19,V,1,235
2021-08-20,V,12,12
2021-08-20,V,7,188
2021-08-20,V,28,115
2021-08-20,V,32,10
2021-08-20,V,14,474
2021-08-20,V,1,198
2021-08-20,V,26,1
2021-08-20,V,0,1980
2021-08-21,V,0,3919
2021-08-21,V,14,342
2021-08-21,V,1,111
2021-08-21,V,28,198
2021-08-21,V,7,154
2021-08-21,V,12,13
2021-08-21,V,26,1
2021-08-21,V,32,14
2021-08-22,V,12,11
2021-08-22,V,0,953
2021-08-22,V,35,1
2021-08-22,V,1,116
2021-08-22,V,14,370
2021-08-22,V,28,62
2021-08-22,V,7,177
2021-08-22,V,32,7
2021-08-23,V,28,119
2021-08-23,V,7,221
2021-08-23,V,14,528
2021-08-23,V,1,257
2021-08-23,V,0,1497
2021-08-23,V,32,12
2021-08-23,V,12,23
2021-08-24,V,28,99
2021-08-24,V,7,219
2021-08-24,V,1,243
2021-08-24,V,12,12
2021-08-24,V,0,1059
2021-08-24,V,32,9
2021-08-24,V,14,467
2021-08-25,V,12,15
2021-08-25,V,1,260
2021-08-25,V,7,230
2021-08-25,V,14,506
2021-08-25,V,32,15
2021-08-25,V,0,1727
2021-08-25,V,28,142
2021-08-26,V,1,268
2021-08-26,V,0,1651
2021-08-26,V,12,16
2021-08-26,V,32,13
2021-08-26,V,28,132
2021-08-26,V,14,526
2021-08-26,V,7,216
2021-08-27,V,28,129
2021-08-27,V,0,1832
2021-08-27,V,12,7
2021-08-27,V,14,426
2021-08-27,V,32,16
2021-08-27,V,4,1
2021-08-27,V,7,219
2021-08-27,V,1,237
2021-08-28,V,14,394
2021-08-28,V,4,1
2021-08-28,V,12,11
2021-08-28,V,28,211
2021-08-28,V,7,199
2021-08-28,V,32,6
2021-08-28,V,1,151
2021-08-28,V,0,3705
2021-08-29,V,1,140
2021-08-29,V,12,9
2021-08-29,V,0,1060
2021-08-29,V,28,53
2021-08-29,V,7,217
2021-08-29,V,14,356
2021-08-29,V,32,6
2021-08-30,V,28,121
2021-08-30,V,0,1585
2021-08-30,V,32,11
2021-08-30,V,7,205
2021-08-30,V,12,19
2021-08-30,V,1,248
2021-08-30,V,14,490
2021-08-31,V,28,105
2021-08-31,V,32,11
2021-08-31,V,7,202
2021-08-31,V,1,270
2021-08-31,V,12,12
2021-08-31,V,14,472
2021-08-31,V,0,1697
2021-08-31,V,4,1
2021-09-01,V,28,123
2021-09-01,V,1,257
2021-09-01,V,12,10
2021-09-01,V,14,486
2021-09-01,V,0,1956
2021-09-01,V,4,1
2021-09-01,V,7,185
2021-09-01,V,32,10
2021-09-02,V,14,573
2021-09-02,V,0,1975
2021-09-02,V,28,100
2021-09-02,V,1,230
2021-09-02,V,12,6
2021-09-02,V,7,215
2021-09-02,V,32,23
2021-09-03,V,14,395
2021-09-03,V,28,150
2021-09-03,V,0,2299
2021-09-03,V,12,10
2021-09-03,V,7,153
2021-09-03,V,32,7
2021-09-03,V,1,198
2021-09-04,V,32,13
2021-09-04,V,1,136
2021-09-04,V,12,11
2021-09-04,V,28,246
2021-09-04,V,26,1
2021-09-04,V,14,381
2021-09-04,V,7,146
2021-09-04,V,0,3869
2021-09-05,V,14,399
2021-09-05,V,28,61
2021-09-05,V,0,1048
2021-09-05,V,12,15
2021-09-05,V,7,193
2021-09-05,V,1,107
2021-09-05,V,32,9
2021-09-06,V,0,2609
2021-09-06,V,4,1
2021-09-06,V,1,217
2021-09-06,V,7,187
2021-09-06,V,28,189
2021-09-06,V,14,449
2021-09-06,V,12,16
2021-09-06,V,32,22
2021-09-07,V,14,487
2021-09-07,V,12,12
2021-09-07,V,0,1163
2021-09-07,V,1,153
2021-09-07,V,28,84
2021-09-07,V,7,205
2021-09-07,V,32,15
2021-09-08,V,12,15
2021-09-08,V,32,14
2021-09-08,V,28,120
2021-09-08,V,7,199
2021-09-08,V,1,269
2021-09-08,V,4,1
2021-09-08,V,14,463
2021-09-08,V,0,1676
2021-09-09,V,1,219
2021-09-09,V,7,191
2021-09-09,V,12,15
2021-09-09,V,28,137
2021-09-09,V,0,1809
2021-09-09,V,32,11
2021-09-09,V,14,449
2021-09-10,V,32,15
2021-09-10,V,12,12
2021-09-10,V,7,155
2021-09-10,V,28,116
2021-09-10,V,1,212
2021-09-10,V,14,422
2021-09-10,V,0,2084
2021-09-11,V,1,145
2021-09-11,V,26,1
2021-09-11,V,12,12
2021-09-11,V,0,3896
2021-09-11,V,14,349
2021-09-11,V,28,251
2021-09-11,V,32,10
2021-09-11,V,7,180
2021-09-12,V,14,371
2021-09-12,V,0,1055
2021-09-12,V,1,126
2021-09-12,V,32,14
2021-09-12,V,7,167
2021-09-12,V,28,62
2021-09-12,V,12,14
2021-09-13,V,1,229
2021-09-13,V,0,1528
2021-09-13,V,12,15
2021-09-13,V,7,183
2021-09-13,V,26,1
2021-09-13,V,28,139
2021-09-13,V,32,20
2021-09-13,V,14,446
2021-09-14,V,32,17
2021-09-14,V,28,99
2021-09-14,V,14,469
2021-09-14,V,1,235
2021-09-14,V,12,10
2021-09-14,V,7,188
2021-09-14,V,0,1685
2021-09-15,V,7,182
2021-09-15,V,32,13
2021-09-15,V,0,1788
2021-09-15,V,12,16
2021-09-15,V,14,504
2021-09-15,V,28,151
2021-09-15,V,1,232
2021-09-16,V,7,184
2021-09-16,V,32,18
2021-09-16,V,12,9
2021-09-16,V,1,201
2021-09-16,V,0,1882
2021-09-16,V,28,103
2021-09-16,V,14,440
2021-09-17,V,14,433
2021-09-17,V,7,174
2021-09-17,V,1,209
2021-09-17,V,32,9
2021-09-17,V,12,12
2021-09-17,V,0,2030
2021-09-17,V,28,130
2021-09-18,V,0,3775
2021-09-18,V,32,7
2021-09-18,V,7,132
2021-09-18,V,28,241
2021-09-18,V,14,347
2021-09-18,V,4,2
2021-09-18,V,12,9
2021-09-18,V,1,107
2021-09-19,V,32,15
2021-09-19,V,0,1013
2021-09-19,V,28,66
2021-09-19,V,7,155
2021-09-19,V,1,121
2021-09-19,V,14,394
2021-09-19,V,12,3
2021-09-20,V,28,124
2021-09-20,V,1,234
2021-09-20,V,14,332
2021-09-20,V,32,13
2021-09-20,V,12,15
2021-09-20,V,7,177
2021-09-20,V,0,1358
2021-09-21,V,28,123
2021-09-21,V,7,181
2021-09-21,V,14,456
2021-09-21,V,4,1
2021-09-21,V,1,196
2021-09-21,V,32,23
2021-09-21,V,0,1575
2021-09-21,V,12,14
2021-09-22,V,32,16
2021-09-22,V,14,514
2021-09-22,V,12,14
2021-09-22,V,28,132
2021-09-22,V,0,1739
2021-09-22,V,1,198
2021-09-22,V,4,1
2021-09-22,V,7,165
2021-09-23,V,1,189
2021-09-23,V,12,12
2021-09-23,V,14,391
2021-09-23,V,32,13
2021-09-23,V,0,1697
2021-09-23,V,28,115
2021-09-23,V,7,150
2021-09-23,V,4,1
2021-09-24,V,1,158
2021-09-24,V,0,1932
2021-09-24,V,12,16
2021-09-24,V,32,9
2021-09-24,V,7,142
2021-09-24,V,28,125
2021-09-24,V,4,1
2021-09-24,V,14,312
2021-09-25,V,12,12
2021-09-25,V,32,7
2021-09-25,V,7,150
2021-09-25,V,0,3725
2021-09-25,V,1,112
2021-09-25,V,28,209
2021-09-25,V,14,310
2021-09-26,V,1,108
2021-09-26,V,7,149
2021-09-26,V,12,14
2021-09-26,V,28,51
2021-09-26,V,32,15
2021-09-26,V,14,305
2021-09-26,V,0,1001
2021-09-27,V,1,251
2021-09-27,V,14,399
2021-09-27,V,7,177
2021-09-27,V,32,18
2021-09-27,V,0,1361
2021-09-27,V,12,16
2021-09-27,V,28,105
2021-09-28,V,0,1605
2021-09-28,V,28,113
2021-09-28,V,32,7
2021-09-28,V,12,18
2021-09-28,V,14,406
2021-09-28,V,1,209
2021-09-28,V,7,175
2021-09-29,V,14,493
2021-09-29,V,1,165
2021-09-29,V,32,15
2021-09-29,V,28,129
2021-09-29,V,0,1653
2021-09-29,V,7,191
2021-09-29,V,12,21
2021-09-30,V,28,113
2021-09-30,V,0,1806
2021-09-30,V,7,150
2021-09-30,V,14,383
2021-09-30,V,32,14
2021-09-30,V,12,22
2021-09-30,V,1,182
2021-10-01,V,7,160
2021-10-01,V,32,10
2021-10-01,V,14,377
2021-10-01,V,1,192
2021-10-01,V,12,18
2021-10-01,V,0,2110
2021-10-01,V,28,128
2021-10-02,V,28,211
2021-10-02,V,14,389
2021-10-02,V,12,18
2021-10-02,V,1,125
2021-10-02,V,32,13
2021-10-02,V,7,156
2021-10-02,V,0,4105
2021-10-03,V,1,129
2021-10-03,V,12,28
2021-10-03,V,32,13
2021-10-03,V,7,199
2021-10-03,V,14,372
2021-10-03,V,0,1185
2021-10-03,V,28,69
2021-10-03,V,4,1
2021-10-04,V,28,106
2021-10-04,V,32,22
2021-10-04,V,12,16
2021-10-04,V,14,450
2021-10-04,V,1,245
2021-10-04,V,7,154
2021-10-04,V,0,1614
2021-10-05,V,1,224
2021-10-05,V,0,1799
2021-10-05,V,32,15
2021-10-05,V,26,1
2021-10-05,V,7,175
2021-10-05,V,12,17
2021-10-05,V,14,498
2021-10-05,V,28,135
2021-10-06,V,7,281
2021-10-06,V,0,1947
2021-10-06,V,12,23
2021-10-06,V,1,243
2021-10-06,V,14,561
2021-10-06,V,32,22
2021-10-06,V,28,157
2021-10-07,V,32,11
2021-10-07,V,4,2
2021-10-07,V,0,2138
2021-10-07,V,12,21
2021-10-07,V,28,150
2021-10-07,V,7,249
2021-10-07,V,1,271
2021-10-07,V,14,615
2021-10-08,V,28,150
2021-10-08,V,32,18
2021-10-08,V,1,268
2021-10-08,V,0,2562
2021-10-08,V,12,6
2021-10-08,V,14,494
2021-10-08,V,7,218
2021-10-09,V,7,216
2021-10-09,V,12,16
2021-10-09,V,0,4632
2021-10-09,V,28,234
2021-10-09,V,14,447
2021-10-09,V,36,1
2021-10-09,V,32,11
2021-10-09,V,1,138
2021-10-10,V,14,483
2021-10-10,V,12,13
2021-10-10,V,0,1125
2021-10-10,V,28,81
2021-10-10,V,1,128
2021-10-10,V,32,11
2021-10-10,V,7,263
2021-10-11,V,14,622
2021-10-11,V,32,22
2021-10-11,V,28,204
2021-10-11,V,1,223
2021-10-11,V,7,222
2021-10-11,V,12,24
2021-10-11,V,0,3446
2021-10-12,V,4,1
2021-10-12,V,12,18
2021-10-12,V,1,135
2021-10-12,V,32,18
2021-10-12,V,28,101
2021-10-12,V,7,274
2021-10-12,V,0,2082
2021-10-12,V,14,483
2021-10-12,V,36,1
2021-10-13,V,4,3
2021-10-13,V,28,126
2021-10-13,V,32,18
2021-10-13,V,26,1
2021-10-13,V,12,19
2021-10-13,V,14,485
2021-10-13,V,1,231
2021-10-13,V,7,244
2021-10-13,V,0,1742
2021-10-14,V,14,508
2021-10-14,V,0,1777
2021-10-14,V,12,14
2021-10-14,V,28,139
2021-10-14,V,7,228
2021-10-14,V,1,263
2021-10-14,V,32,15
2021-10-14,V,4,2
2021-10-15,V,12,11
2021-10-15,V,32,16
2021-10-15,V,0,2157
2021-10-15,V,7,168
2021-10-15,V,14,529
2021-10-15,V,4,1
2021-10-15,V,28,80
2021-10-15,V,1,165
2021-10-16,V,1,127
2021-10-16,V,28,231
2021-10-16,V,32,17
2021-10-16,V,12,10
2021-10-16,V,0,3633
2021-10-16,V,14,405
2021-10-16,V,7,271
2021-10-17,V,14,422
2021-10-17,V,1,127
2021-10-17,V,0,873
2021-10-17,V,32,7
2021-10-17,V,28,73
2021-10-17,V,12,10
2021-10-17,V,7,230
2021-10-17,V,4,1
2021-10-18,V,1,250
2021-10-18,V,14,551
2021-10-18,V,12,12
2021-10-18,V,7,212
2021-10-18,V,0,1139
2021-10-18,V,32,13
2021-10-18,V,28,94
2021-10-18,V,4,2
2021-10-19,V,14,554
2021-10-19,V,1,228
2021-10-19,V,28,107
2021-10-19,V,12,14
2021-10-19,V,32,18
2021-10-19,V,0,1613
2021-10-19,V,7,216
2021-10-20,V,28,119
2021-10-20,V,14,512
2021-10-20,V,1,218
2021-10-20,V,32,23
2021-10-20,V,12,6
2021-10-20,V,7,203
2021-10-20,V,0,1571
2021-10-21,V,32,10
2021-10-21,V,14,492
2021-10-21,V,0,1677
2021-10-21,V,1,221
2021-10-21,V,7,224
2021-10-21,V,12,6
2021-10-21,V,28,132
2021-10-22,V,12,9
2021-10-22,V,14,455
2021-10-22,V,1,189
2021-10-22,V,0,1922
2021-10-22,V,7,229
2021-10-22,V,32,10
2021-10-22,V,28,146
2021-10-23,V,7,210
2021-10-23,V,28,231
2021-10-23,V,4,2
2021-10-23,V,12,6
2021-10-23,V,35,1
2021-10-23,V,32,23
2021-10-23,V,0,3551
2021-10-23,V,1,128
2021-10-23,V,14,328
2021-10-23,V,26,1
2021-10-24,V,1,104
2021-10-24,V,0,822
2021-10-24,V,28,50
2021-10-24,V,12,11
2021-10-24,V,32,11
2021-10-24,V,14,384
2021-10-24,V,7,196
2021-10-25,V,0,1469
2021-10-25,V,14,456
2021-10-25,V,1,218
2021-10-25,V,7,231
2021-10-25,V,12,8
2021-10-25,V,26,2
2021-10-25,V,32,21
2021-10-25,V,28,101
2021-10-26,V,7,275
2021-10-26,V,32,19
2021-10-26,V,0,1528
2021-10-26,V,1,194
2021-10-26,V,12,5
2021-10-26,V,28,107
2021-10-26,V,14,496
2021-10-27,V,7,241
2021-10-27,V,28,128
2021-10-27,V,1,211
2021-10-27,V,12,9
2021-10-27,V,0,1599
2021-10-27,V,32,10
2021-10-27,V,14,462
2021-10-28,V,0,1655
2021-10-28,V,14,476
2021-10-28,V,28,119
2021-10-28,V,1,199
2021-10-28,V,32,13
2021-10-28,V,7,211
2021-10-28,V,4,2
2021-10-28,V,12,9
2021-10-29,V,7,230
2021-10-29,V,1,183
2021-10-29,V,0,1999
2021-10-29,V,32,11
2021-10-29,V,4,1
2021-10-29,V,12,3
2021-10-29,V,28,110
2021-10-29,V,14,456
2021-10-30,V,28,175
2021-10-30,V,14,463
2021-10-30,V,32,19
2021-10-30,V,1,146
2021-10-30,V,7,239
2021-10-30,V,0,3514
2021-10-30,V,12,4
2021-10-31,V,12,7
2021-10-31,V,7,250
2021-10-31,V,0,770
2021-10-31,V,1,118
2021-10-31,V,28,54
2021-10-31,V,32,16
2021-10-31,V,14,482
